Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
Loading model...
Loading dataset...
The dataset has 18,864 samples!
The augumentation is OFF
Loading accelerator...
🚀 Accelerator launching on 1 GPU(s)
Starting training...
 Epochs:   0%|          | 0/10 [00:00<?, ?it/s]
 74%|███████▍  | 13936/18864 [2:40:06<56:23,  1.46it/s, Loss=0.094 (L1:0.23, MSE:0.09), Free VRAM=33.3GiB, Time=2h 40m 6s][A
 74%|███████▍  | 13937/18864 [2:40:06<56:24,  1.46it/s, Loss=0.094 (L1:0.23, MSE:0.09), Free VRAM=33.3GiB, Time=2h 40m 6s][A
 74%|███████▍  | 13937/18864 [2:40:07<56:24,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 7s][A
 74%|███████▍  | 13938/18864 [2:40:07<56:23,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 7s][A
 74%|███████▍  | 13938/18864 [2:40:08<56:23,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 8s][A
 74%|███████▍  | 13939/18864 [2:40:08<56:23,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 8s][A
 74%|███████▍  | 13939/18864 [2:40:08<56:23,  1.46it/s, Loss=0.016 (L1:0.09, MSE:0.02), Free VRAM=33.3GiB, Time=2h 40m 8s][A
 74%|███████▍  | 13940/18864 [2:40:08<56:22,  1.46it/s, Loss=0.016 (L1:0.09, MSE:0.02), Free VRAM=33.3GiB, Time=2h 40m 8s][A
 74%|███████▍  | 13940/18864 [2:40:09<56:22,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 9s][A
 74%|███████▍  | 13941/18864 [2:40:09<56:21,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 9s][A
 74%|███████▍  | 13941/18864 [2:40:10<56:21,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 10s][A
 74%|███████▍  | 13942/18864 [2:40:10<56:19,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 10s][A
 74%|███████▍  | 13942/18864 [2:40:11<56:19,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 10s][A
 74%|███████▍  | 13943/18864 [2:40:11<56:17,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 10s][A
 74%|███████▍  | 13943/18864 [2:40:11<56:17,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 11s][A
 74%|███████▍  | 13944/18864 [2:40:11<56:16,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 11s][A
 74%|███████▍  | 13944/18864 [2:40:12<56:16,  1.46it/s, Loss=0.008 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 12s][A
 74%|███████▍  | 13945/18864 [2:40:12<56:17,  1.46it/s, Loss=0.008 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 12s][A
 74%|███████▍  | 13945/18864 [2:40:13<56:17,  1.46it/s, Loss=0.100 (L1:0.23, MSE:0.10), Free VRAM=33.3GiB, Time=2h 40m 12s][A
 74%|███████▍  | 13946/18864 [2:40:13<56:15,  1.46it/s, Loss=0.100 (L1:0.23, MSE:0.10), Free VRAM=33.3GiB, Time=2h 40m 12s][A
 74%|███████▍  | 13946/18864 [2:40:13<56:15,  1.46it/s, Loss=0.009 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 13s][A
 74%|███████▍  | 13947/18864 [2:40:13<56:15,  1.46it/s, Loss=0.009 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 13s][A
 74%|███████▍  | 13947/18864 [2:40:14<56:15,  1.46it/s, Loss=0.006 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 14s][A
 74%|███████▍  | 13948/18864 [2:40:14<56:16,  1.46it/s, Loss=0.006 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 14s][A
 74%|███████▍  | 13948/18864 [2:40:15<56:16,  1.46it/s, Loss=0.010 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 15s][A
 74%|███████▍  | 13949/18864 [2:40:15<56:15,  1.46it/s, Loss=0.010 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 15s][A
 74%|███████▍  | 13949/18864 [2:40:15<56:15,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 15s][A
 74%|███████▍  | 13950/18864 [2:40:15<56:16,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 15s][A
 74%|███████▍  | 13950/18864 [2:40:16<56:16,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 16s][A
 74%|███████▍  | 13951/18864 [2:40:16<56:35,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 16s][A
 74%|███████▍  | 13951/18864 [2:40:17<56:35,  1.45it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 17s][A
 74%|███████▍  | 13952/18864 [2:40:17<56:28,  1.45it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 17s][A
 74%|███████▍  | 13952/18864 [2:40:17<56:28,  1.45it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 17s][A
 74%|███████▍  | 13953/18864 [2:40:17<56:23,  1.45it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 17s][A
 74%|███████▍  | 13953/18864 [2:40:18<56:23,  1.45it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 18s][A
 74%|███████▍  | 13954/18864 [2:40:18<56:18,  1.45it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 18s][A
 74%|███████▍  | 13954/18864 [2:40:19<56:18,  1.45it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 19s][A
 74%|███████▍  | 13955/18864 [2:40:19<56:16,  1.45it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 19s][A
 74%|███████▍  | 13955/18864 [2:40:19<56:16,  1.45it/s, Loss=0.403 (L1:0.47, MSE:0.40), Free VRAM=33.3GiB, Time=2h 40m 19s][A
 74%|███████▍  | 13956/18864 [2:40:19<56:14,  1.45it/s, Loss=0.403 (L1:0.47, MSE:0.40), Free VRAM=33.3GiB, Time=2h 40m 19s][A
 74%|███████▍  | 13956/18864 [2:40:20<56:14,  1.45it/s, Loss=0.026 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=2h 40m 20s][A
 74%|███████▍  | 13957/18864 [2:40:20<56:12,  1.46it/s, Loss=0.026 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=2h 40m 20s][A
 74%|███████▍  | 13957/18864 [2:40:21<56:12,  1.46it/s, Loss=0.007 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 21s][A
 74%|███████▍  | 13958/18864 [2:40:21<56:11,  1.46it/s, Loss=0.007 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 21s][A
 74%|███████▍  | 13958/18864 [2:40:22<56:11,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=2h 40m 21s][A
 74%|███████▍  | 13959/18864 [2:40:22<56:09,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=2h 40m 21s][A
 74%|███████▍  | 13959/18864 [2:40:22<56:09,  1.46it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 22s][A
 74%|███████▍  | 13960/18864 [2:40:22<56:07,  1.46it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 22s][A
 74%|███████▍  | 13960/18864 [2:40:23<56:07,  1.46it/s, Loss=0.349 (L1:0.45, MSE:0.35), Free VRAM=33.3GiB, Time=2h 40m 23s][A
 74%|███████▍  | 13961/18864 [2:40:23<56:07,  1.46it/s, Loss=0.349 (L1:0.45, MSE:0.35), Free VRAM=33.3GiB, Time=2h 40m 23s][A
 74%|███████▍  | 13961/18864 [2:40:24<56:07,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 23s][A
 74%|███████▍  | 13962/18864 [2:40:24<56:06,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 23s][A
 74%|███████▍  | 13962/18864 [2:40:24<56:06,  1.46it/s, Loss=0.034 (L1:0.14, MSE:0.03), Free VRAM=33.3GiB, Time=2h 40m 24s][A
 74%|███████▍  | 13963/18864 [2:40:24<56:06,  1.46it/s, Loss=0.034 (L1:0.14, MSE:0.03), Free VRAM=33.3GiB, Time=2h 40m 24s][A
 74%|███████▍  | 13963/18864 [2:40:25<56:06,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 25s][A
 74%|███████▍  | 13964/18864 [2:40:25<56:03,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 25s][A
 74%|███████▍  | 13964/18864 [2:40:26<56:03,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 26s][A
 74%|███████▍  | 13965/18864 [2:40:26<56:03,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 26s][A
 74%|███████▍  | 13965/18864 [2:40:26<56:03,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 26s][A
 74%|███████▍  | 13966/18864 [2:40:26<56:02,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 26s][A
 74%|███████▍  | 13966/18864 [2:40:27<56:02,  1.46it/s, Loss=0.330 (L1:0.41, MSE:0.33), Free VRAM=33.3GiB, Time=2h 40m 27s][A
 74%|███████▍  | 13967/18864 [2:40:27<56:02,  1.46it/s, Loss=0.330 (L1:0.41, MSE:0.33), Free VRAM=33.3GiB, Time=2h 40m 27s][A
 74%|███████▍  | 13967/18864 [2:40:28<56:02,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 28s][A
 74%|███████▍  | 13968/18864 [2:40:28<56:02,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 28s][A
 74%|███████▍  | 13968/18864 [2:40:28<56:02,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 28s][A
 74%|███████▍  | 13969/18864 [2:40:28<56:01,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 28s][A
 74%|███████▍  | 13969/18864 [2:40:29<56:01,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 29s][A
 74%|███████▍  | 13970/18864 [2:40:29<56:01,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 29s][A
 74%|███████▍  | 13970/18864 [2:40:30<56:01,  1.46it/s, Loss=0.029 (L1:0.11, MSE:0.03), Free VRAM=33.3GiB, Time=2h 40m 30s][A
 74%|███████▍  | 13971/18864 [2:40:30<56:00,  1.46it/s, Loss=0.029 (L1:0.11, MSE:0.03), Free VRAM=33.3GiB, Time=2h 40m 30s][A
 74%|███████▍  | 13971/18864 [2:40:30<56:00,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 30s][A
 74%|███████▍  | 13972/18864 [2:40:30<55:58,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 30s][A
 74%|███████▍  | 13972/18864 [2:40:31<55:58,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 31s][A
 74%|███████▍  | 13973/18864 [2:40:31<55:56,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 31s][A
 74%|███████▍  | 13973/18864 [2:40:32<55:56,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 32s][A
 74%|███████▍  | 13974/18864 [2:40:32<55:56,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 32s][A
 74%|███████▍  | 13974/18864 [2:40:33<55:56,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 32s][A
 74%|███████▍  | 13975/18864 [2:40:33<55:55,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 32s][A
 74%|███████▍  | 13975/18864 [2:40:33<55:55,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 33s][A
 74%|███████▍  | 13976/18864 [2:40:33<55:56,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 33s][A
 74%|███████▍  | 13976/18864 [2:40:34<55:56,  1.46it/s, Loss=0.064 (L1:0.17, MSE:0.06), Free VRAM=33.3GiB, Time=2h 40m 34s][A
 74%|███████▍  | 13977/18864 [2:40:34<55:56,  1.46it/s, Loss=0.064 (L1:0.17, MSE:0.06), Free VRAM=33.3GiB, Time=2h 40m 34s][A
 74%|███████▍  | 13977/18864 [2:40:35<55:56,  1.46it/s, Loss=0.021 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=2h 40m 34s][A
 74%|███████▍  | 13978/18864 [2:40:35<55:56,  1.46it/s, Loss=0.021 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=2h 40m 34s][A
 74%|███████▍  | 13978/18864 [2:40:35<55:56,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 35s][A
 74%|███████▍  | 13979/18864 [2:40:35<55:56,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 35s][A
 74%|███████▍  | 13979/18864 [2:40:36<55:56,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 36s][A
 74%|███████▍  | 13980/18864 [2:40:36<55:55,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 36s][A
 74%|███████▍  | 13980/18864 [2:40:37<55:55,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 37s][A
 74%|███████▍  | 13981/18864 [2:40:37<55:54,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 37s][A
 74%|███████▍  | 13981/18864 [2:40:37<55:54,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 37s][A
 74%|███████▍  | 13982/18864 [2:40:37<55:52,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 37s][A
 74%|███████▍  | 13982/18864 [2:40:38<55:52,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 38s][A
 74%|███████▍  | 13983/18864 [2:40:38<55:51,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 38s][A
 74%|███████▍  | 13983/18864 [2:40:39<55:51,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 39s][A
 74%|███████▍  | 13984/18864 [2:40:39<55:51,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 39s][A
 74%|███████▍  | 13984/18864 [2:40:39<55:51,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 39s][A
 74%|███████▍  | 13985/18864 [2:40:39<55:50,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 39s][A
 74%|███████▍  | 13985/18864 [2:40:40<55:50,  1.46it/s, Loss=0.044 (L1:0.14, MSE:0.04), Free VRAM=33.3GiB, Time=2h 40m 40s][A
 74%|███████▍  | 13986/18864 [2:40:40<55:49,  1.46it/s, Loss=0.044 (L1:0.14, MSE:0.04), Free VRAM=33.3GiB, Time=2h 40m 40s][A
 74%|███████▍  | 13986/18864 [2:40:41<55:49,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 41s][A
 74%|███████▍  | 13987/18864 [2:40:41<55:48,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 41s][A
 74%|███████▍  | 13987/18864 [2:40:41<55:48,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 41s][A
 74%|███████▍  | 13988/18864 [2:40:41<55:49,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 41s][A
 74%|███████▍  | 13988/18864 [2:40:42<55:49,  1.46it/s, Loss=0.123 (L1:0.26, MSE:0.12), Free VRAM=33.3GiB, Time=2h 40m 42s][A
 74%|███████▍  | 13989/18864 [2:40:42<55:49,  1.46it/s, Loss=0.123 (L1:0.26, MSE:0.12), Free VRAM=33.3GiB, Time=2h 40m 42s][A
 74%|███████▍  | 13989/18864 [2:40:43<55:49,  1.46it/s, Loss=0.009 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 43s][A
 74%|███████▍  | 13990/18864 [2:40:43<55:48,  1.46it/s, Loss=0.009 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 43s][A
 74%|███████▍  | 13990/18864 [2:40:44<55:48,  1.46it/s, Loss=0.039 (L1:0.14, MSE:0.04), Free VRAM=33.3GiB, Time=2h 40m 43s][A
 74%|███████▍  | 13991/18864 [2:40:44<55:46,  1.46it/s, Loss=0.039 (L1:0.14, MSE:0.04), Free VRAM=33.3GiB, Time=2h 40m 43s][A
 74%|███████▍  | 13991/18864 [2:40:44<55:46,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 44s][A
 74%|███████▍  | 13992/18864 [2:40:44<55:45,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 44s][A
 74%|███████▍  | 13992/18864 [2:40:45<55:45,  1.46it/s, Loss=0.024 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=2h 40m 45s][A
 74%|███████▍  | 13993/18864 [2:40:45<55:44,  1.46it/s, Loss=0.024 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=2h 40m 45s][A
 74%|███████▍  | 13993/18864 [2:40:46<55:44,  1.46it/s, Loss=0.210 (L1:0.32, MSE:0.21), Free VRAM=33.3GiB, Time=2h 40m 45s][A
 74%|███████▍  | 13994/18864 [2:40:46<55:43,  1.46it/s, Loss=0.210 (L1:0.32, MSE:0.21), Free VRAM=33.3GiB, Time=2h 40m 45s][A
 74%|███████▍  | 13994/18864 [2:40:46<55:43,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 46s][A
 74%|███████▍  | 13995/18864 [2:40:46<55:43,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 46s][A
 74%|███████▍  | 13995/18864 [2:40:47<55:43,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 47s][A
 74%|███████▍  | 13996/18864 [2:40:47<55:42,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 47s][A
 74%|███████▍  | 13996/18864 [2:40:48<55:42,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 48s][A
 74%|███████▍  | 13997/18864 [2:40:48<55:41,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 48s][A
 74%|███████▍  | 13997/18864 [2:40:48<55:41,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 48s][A
 74%|███████▍  | 13998/18864 [2:40:48<55:41,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 48s][A
 74%|███████▍  | 13998/18864 [2:40:49<55:41,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 49s][A
 74%|███████▍  | 13999/18864 [2:40:49<55:41,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 49s][A
 74%|███████▍  | 13999/18864 [2:40:50<55:41,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 50s][A
 74%|███████▍  | 14000/18864 [2:40:50<1:00:19,  1.34it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 50s][A
 74%|███████▍  | 14000/18864 [2:40:51<1:00:19,  1.34it/s, Loss=0.008 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 50s][A
 74%|███████▍  | 14001/18864 [2:40:51<59:31,  1.36it/s, Loss=0.008 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 50s]  [A
 74%|███████▍  | 14001/18864 [2:40:51<59:31,  1.36it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 51s][A
 74%|███████▍  | 14002/18864 [2:40:51<58:20,  1.39it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 51s][A
 74%|███████▍  | 14002/18864 [2:40:52<58:20,  1.39it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 52s][A
 74%|███████▍  | 14003/18864 [2:40:52<57:31,  1.41it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 52s][A
 74%|███████▍  | 14003/18864 [2:40:53<57:31,  1.41it/s, Loss=0.014 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 53s][A
 74%|███████▍  | 14004/18864 [2:40:53<56:56,  1.42it/s, Loss=0.014 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 53s][A
 74%|███████▍  | 14004/18864 [2:40:53<56:56,  1.42it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 53s][A
 74%|███████▍  | 14005/18864 [2:40:53<56:32,  1.43it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 53s][A
 74%|███████▍  | 14005/18864 [2:40:54<56:32,  1.43it/s, Loss=0.007 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 54s][A
 74%|███████▍  | 14006/18864 [2:40:54<56:16,  1.44it/s, Loss=0.007 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 54s][A
 74%|███████▍  | 14006/18864 [2:40:55<56:16,  1.44it/s, Loss=0.013 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 55s][A
 74%|███████▍  | 14007/18864 [2:40:55<56:04,  1.44it/s, Loss=0.013 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=2h 40m 55s][A
 74%|███████▍  | 14007/18864 [2:40:55<56:04,  1.44it/s, Loss=0.017 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=2h 40m 55s][A
 74%|███████▍  | 14008/18864 [2:40:55<55:54,  1.45it/s, Loss=0.017 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=2h 40m 55s][A
 74%|███████▍  | 14008/18864 [2:40:56<55:54,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 56s][A
 74%|███████▍  | 14009/18864 [2:40:56<55:48,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 56s][A
 74%|███████▍  | 14009/18864 [2:40:57<55:48,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 57s][A
 74%|███████▍  | 14010/18864 [2:40:57<55:43,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 57s][A
 74%|███████▍  | 14010/18864 [2:40:57<55:43,  1.45it/s, Loss=0.207 (L1:0.35, MSE:0.21), Free VRAM=33.3GiB, Time=2h 40m 57s][A
 74%|███████▍  | 14011/18864 [2:40:57<55:39,  1.45it/s, Loss=0.207 (L1:0.35, MSE:0.21), Free VRAM=33.3GiB, Time=2h 40m 57s][A
 74%|███████▍  | 14011/18864 [2:40:58<55:39,  1.45it/s, Loss=0.000 (L1:0.01, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 58s][A
 74%|███████▍  | 14012/18864 [2:40:58<55:36,  1.45it/s, Loss=0.000 (L1:0.01, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 58s][A
 74%|███████▍  | 14012/18864 [2:40:59<55:36,  1.45it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 59s][A
 74%|███████▍  | 14013/18864 [2:40:59<55:33,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 59s][A
 74%|███████▍  | 14013/18864 [2:41:00<55:33,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 59s][A
 74%|███████▍  | 14014/18864 [2:41:00<55:32,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 40m 59s][A
 74%|███████▍  | 14014/18864 [2:41:00<55:32,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 0s] [A
